Organization Name,Organization Name URL,Categories,Headquarters Location,Description,CB Rank (Company),Website,LinkedIn,Contact Email,Phone Number,Founders,Number of Employees,Number of Funding Rounds,Funding Status,Last Funding Date,Last Funding Amount,Total Funding Amount
Brayola,https://www.crunchbase.com/organization/brayola,"Crowdsourcing, Fashion, Internet, Lingerie, Personalization","New York, New York, United States",The World's Smartest Personal Bra Shopper.,"8,715",http://brayola.com,http://www.linkedin.com/company/brayola,support@brayola.com,1(844)443-5021,Orit Hashay,11-50,5,Early Stage Venture,2017-08-10,"$4,000,000","$9,650,000"
BondLink,https://www.crunchbase.com/organization/bondlink,"Analytics, Big Data, FinTech, Government, GovTech, SaaS, Software","Boston, Massachusetts, United States",BondLink builds technology products and tools to help modernize the municipal bond market.,"8,781",https://www.bondlink.com/,https://www.linkedin.com/company/bondlink/,info@bondlink.com,888-926-6354,"Carl Query, Colin MacNaught",11-50,2,Early Stage Venture,2018-01-04,"$10,000,000","$12,000,000"
Cohealo,https://www.crunchbase.com/organization/cohealo,"Health Care, Software","Boston, Massachusetts, United States","Cohealo is a technology firm helping health systems increase medical equipment utilization, achieving greater financial and clinical value.","8,911",http://www.cohealo.com,http://www.linkedin.com/company/cohealo-inc-,info@cohealo.com,(855)692-6432,"Brett Reed, Mark A. Slaughter, Michael Slocombe",11-50,3,Early Stage Venture,2016-09-07,"$2,000,000","$12,150,000"
"Vericred, Inc",https://www.crunchbase.com/organization/vericred-inc,"Health Care, Information Technology","New York, New York, United States",Enabling Innovation in Healthcare Through Data,"9,006",http://www.vericred.com,http://www.linkedin.com/company/5277420,marketing@vericred.com,(201)552-4400,"Daniel Langevin, Michael Levin",11-50,3,Early Stage Venture,2017-05-22,"$5,500,000","$9,850,000"
Reelio,https://www.crunchbase.com/organization/reelio,"Advertising, Analytics, Marketing","New York, New York, United States",Reelio is an influencer marketing platform.,"9,044",http://reelio.com,http://www.linkedin.com/company/reelio,info@reeliolabs.com,,"Benjamin Williams, Dan McKenzie, Mark Borum, Pete Borum",11-50,4,M&A,2015-08-19,"$5,000,000","$8,049,999"
JetTrack.io,https://www.crunchbase.com/organization/jettrack-io,"Financial Services, FinTech, IaaS, Internet, SaaS","New York, New York, United States","SaaS, FinTech, institutional Investors, Corporate Aircraft, predictive analytics. Hedge Funds, DaaS, API","9,050",https://www.jettrack.io/,https://www.linkedin.com/company/jettrack/,info@jettrack.io,(917) 929-9002,John Casano,1-10,2,Early Stage Venture,2018-06-01,,"$1,800,000"
Floored,https://www.crunchbase.com/organization/floored,"3D Technology, Enterprise Software, Hardware, Real Estate, Software","New York, New York, United States",Floored develops software that turns 3D spatial data into clean interactive virtual worlds that can be explored through the web.,"9,165",http://www.floored.com,https://www.linkedin.com/company/2319,dave@floored.com,508.928 1024,"Dave Eisenberg, Dustin Byrne, Judy He",11-50,2,M&A,2013-12-19,"$5,260,000","$6,360,000"
Ando,https://www.crunchbase.com/organization/ando,"Food and Beverage, Food Delivery, Restaurants","New York, New York, United States",Ando is a restaurant based in New York that offers delivery services to its users.,"9,206",http://andofood.com,https://www.linkedin.com/company-beta/10571125/,hello@andofood.com,(844)426-3643,David Chang,1-10,1,M&A,2016-11-01,"$7,000,000","$7,000,000"
Beacon,https://www.crunchbase.com/organization/beacon-2,"Leisure, Tourism, Travel","New York, New York, United States",Beacon is the premier solution for the frequent traveler.,"9,219",https://flybeacon.com/,https://www.linkedin.com/company/crrw-inc,info@flybeacon.com,,"Cory Cozzens, Reed Farnsworth, Ryan Morley, Wade Eyerly",11-50,2,Early Stage Venture,2015-07-22,"$7,500,000","$8,500,000"
Draper James,https://www.crunchbase.com/organization/draper-james,Retail,"New York, New York, United States",Draper James is an online shopping site selling apparels and home accessories.,"9,233",http://www.draperjames.com/,,customercare@draperjames.com,844-357-8953,Reese Witherspoon,1-10,1,Early Stage Venture,2015-10-02,"$10,000,000","$10,000,000"
Fresco News,https://www.crunchbase.com/organization/fresco-news,"Crowdsourcing, Events, News","New York, New York, United States",Fresco combines the incredible powers of their mobile devices with the content needs of global news outlets.,"9,300",http://www.fresconews.com,,info@fresconews.com,(917)979-2069,John H. Meyer,11-50,7,Early Stage Venture,2017-04-18,"$5,000,000","$6,475,000"
Socratic,https://www.crunchbase.com/organization/socratic,"E-Learning, Education, Q&A","New York, New York, United States",Socratic is a Q&A site for academic subjects.,"9,335",http://socratic.org,https://www.linkedin.com/company/socratic,hello@socratic.org,,"Christopher Pedregal, Shreyans Bhansali",1-10,2,Early Stage Venture,2015-03-25,"$6,000,000","$7,500,000"
Docent Health,https://www.crunchbase.com/organization/docent-health,Health Care,"Boston, Massachusetts, United States",Helping health systems build and grow lasting patient relationships,"9,561",http://www.Docenthealth.com,https://www.linkedin.com/company/10394468,info@docenthealth.com,(857) 310-5612,"Paul Roscoe, Royal Tuthill",11-50,2,Early Stage Venture,2016-07-13,"$15,000,000","$17,100,000"
Text IQ,https://www.crunchbase.com/organization/text-iq,"Artificial Intelligence, Compliance, Enterprise Software, Information Technology, Machine Learning","New York, New York, United States",Text IQ uses groundbreaking AI technology to protect companies from high-stakes legal and compliance disasters.,"9,672",http://www.textiq.com,https://www.linkedin.com/company/9348716/,,(415)275-2265,"Apoorv Agarwal, Omar Haroun",11-50,2,Early Stage Venture,2016-09-20,"$3,000,000","$3,000,000"
Accion Systems,https://www.crunchbase.com/organization/accion-systems,"Aerospace, Manufacturing, Product Design","Boston, Massachusetts, United States",Accion Systems is a provider of propulsion systems for satellites based on proprietary technology developed at MIT.,"9,739",http://www.accion-systems.com,https://www.linkedin.com/company/accion-systems-inc-,info@accion-systems.com,16177843057,"Louis Perna, Natalya (Brikner) Bailey",1-10,3,Early Stage Venture,2016-05-12,"$7,500,000","$12,500,000"
Sakara Life,https://www.crunchbase.com/organization/sakara-life,Health Care,"New York, New York, United States",Sakara Life is an organic meal delivery and healthy living company that helps clients achieve optimal health and well-being.,"9,781",http://www.sakaralife.com/,http://www.linkedin.com/company/sakara-integrative-well-being,info@sakaralife.com,,"Danielle DuBoise, Whitney Tingle",11-50,1,Early Stage Venture,2016-01-05,"$4,800,000","$4,800,000"
Backtrace,https://www.crunchbase.com/organization/backtrace-i-o,"Developer Platform, Enterprise Software, Software Engineering","New York, New York, United States",The error debugging platform for native applications,"9,799",http://backtrace.io,https://www.linkedin.com/company/backtrace-i-o,team@backtrace.io,,"Abel Mathew, Samy Bahra",11-50,3,Early Stage Venture,2016-12-21,"$5,000,000","$6,130,000"
HealthReveal,https://www.crunchbase.com/organization/healthreveal,Hospital,"New York, New York, United States",HealthReveal uses remote monitoring and data analytics to help payers and providers make sure patients get the treatments,"9,840",https://www.healthreveal.com/,https://www.linkedin.com/company/healthreveal,info@healthreveal.com,(646)685-8428,"Frank Norman, Lonny Reisman, Lori Evans Bernstein",11-50,2,Early Stage Venture,2017-05-12,"$500,000","$11,300,000"
Roomer,https://www.crunchbase.com/organization/roomer,"E-Commerce, Hospitality, Travel","New York, New York, United States",Roomer is the sharing economy hotel booking site.,"9,852",http://www.roomertravel.com,http://www.linkedin.com/company/2858730,help@roomertravel.com,,"Adi Zellner, Ben Froumine, Gon Ben-David",11-50,2,Early Stage Venture,2014-11-25,"$5,000,000","$7,000,000"
Vestorly,https://www.crunchbase.com/organization/vestorly,Software,"New York, New York, United States",Vestorly is an intelligent email builder helping busy professionals scale personalized content marketing and lead generation.,"9,925",http://www.vestorly.com/,https://www.linkedin.com/company/vestorly,hello@vestorly.com,855-300-4420,"Justin Wisz, Ralph Pahlmeyer",11-50,4,Early Stage Venture,2016-12-07,"$8,500,000","$14,600,000"
55ip,https://www.crunchbase.com/organization/lvh-55-capital,"Asset Management, Finance, Financial Exchanges, Financial Services, FinTech, Wealth Management","Boston, Massachusetts, United States",55ip is a leading investment science and technology firm based in Boston and founded in 2016.,"10,042",http://www.55-ip.com,https://www.linkedin.com/company/11169922/,info@55-ip.com,,"Bruce Lavine, Lee Kranefuss, Vinay Nair",11-50,1,Early Stage Venture,2017-04-13,"$10,000,000","$10,000,000"
Lodo Therapeutics,https://www.crunchbase.com/organization/lodo-therapeutics,"Biotechnology, Health Care, Pharmaceutical","New York, New York, United States",Lodo Therapeutics is a drug discovery and development company.,"10,230",http://lodotherapeutics.com,https://www.linkedin.com/company/10821644,info@lodotherapeutics.com,646-828-5950,"David Pompliano, Sean Brady",1-10,1,Early Stage Venture,2016-01-11,"$17,000,000","$17,000,000"
Kuvée,https://www.crunchbase.com/organization/kuvee,Wine And Spirits,"Boston, Massachusetts, United States",Kuvee is a direct to consumer wine service featuring a wine bottle that keeps wine fresh for 30 days.,"10,259",http://www.kuvee.com/,https://www.linkedin.com/company/kuv%C3%A9e,wine@kuvee.com,,"Geoffrey Lansberry, Mike Tomovich, Vijay Manwani",11-50,4,Early Stage Venture,2016-07-27,"$2,250,001","$8,250,001"
RebelMouse,https://www.crunchbase.com/organization/rebelmouse,"Advertising, Content, Digital Media, Publishing, Social Media","New York, New York, United States",RebelMouse is the first publishing platform fully wired for social. Enabling brands & publishers to create vibrant content experiences,"10,375",https://www.rebelmouse.com/,http://www.linkedin.com/company/3272856,early@rebelmouse.com,,Paul Berry,11-50,3,Early Stage Venture,2015-04-06,"$6,000,000","$18,750,000"
TULA,https://www.crunchbase.com/organization/tula,"Beauty, Cosmetics, Wellness","New York, New York, United States",A New York skincare brand.,"10,420",http://tula.com/,https://www.linkedin.com/company/tula-life-llc,help@tula.com,646-759-1156,"Dan Reich, Roshini Raj",1-10,1,Early Stage Venture,2017-03-27,"$8,000,000","$8,000,000"
FinMkt,https://www.crunchbase.com/organization/crowdnetic,"Consumer Lending, Crowdfunding, Crowdsourcing, Finance, FinTech, Small and Medium Businesses","New York, New York, United States",The B2B2C Kayak for the online financial services industry (formerly Crowdnetic).,"10,435",http://www.finmkt.io,http://www.linkedin.com/company/2521176,info@finmkt.io,(917)633-4347,"Luan Cox, Srikanth Goteti",11-50,2,Early Stage Venture,2017-11-07,"$5,000,000","$6,900,000"
Climb Credit,https://www.crunchbase.com/organization/climb-credit,"Credit, Education, FinTech, Higher Education, Lending","New York, New York, United States",Climb is a lending company that strives to only work with schools that consistently improve the lives of their students.,"10,490",https://climbcredit.com/,https://www.linkedin.com/company/5303930?trk=tyah&trkInfo=idx%3A1-1-1%2CtarId%3A1426221127564%2Ctas%3Aclimb+credit,,,"Alexander Rafael, Raza Munir, Vishal Garg",11-50,2,Early Stage Venture,2017-04-01,"$1,900,000","$1,900,000"
AdhereTech,https://www.crunchbase.com/organization/adheretech,Health Care,"New York, New York, United States",AdhereTech makes patented smart pill bottles to measure and improve medication adherence.,"10,498",http://www.adheretech.com,http://www.linkedin.com/company/adheretech,j.stein@adheretech.com,(646)397-4123,Josh Stein,11-50,3,Early Stage Venture,2014-07-09,"$3,750,000","$3,770,000"
Uncharted Power,https://www.crunchbase.com/organization/uncharted-play,"Clean Energy, Infrastructure, Sustainability","New York, New York, United States",Our mission is to democratize energy access ,"10,666",https://www.u-pwr.co/,https://www.linkedin.com/company/uncharted-play/,nick@u-pwr.co,(732)587-5295,Jessica O. Matthews,11-50,1,Early Stage Venture,2016-09-19,"$7,000,000","$7,000,000"
nTopology,https://www.crunchbase.com/organization/ntopology,Software,"New York, New York, United States",nTopology develops and offers lattice design and optimization software for engineers to make better 3D printed parts.,"10,708",http://ntopology.com,https://www.linkedin.com/company/ntopology,info@ntopology.com,,"Bradley Rothenberg, Greg Schroy",1-10,2,Early Stage Venture,2017-11-30,"$5,000,000","$7,600,000"
Verst,https://www.crunchbase.com/organization/verst,"Blogging Platforms, Content, Mobile, Publishing, Web Apps","New York, New York, United States",Verst is an all-in-one website and online publishing platform.,"10,758",http://verst.co,https://www.linkedin.com/company/verst,info@verst.co,12068983986,"Alexandra Keating, Fritz Lanman",11-50,1,M&A,2015-09-17,"$12,000,000","$12,000,000"
Boundless,https://www.crunchbase.com/organization/boundless,"Collaboration, Education, Freemium","Boston, Massachusetts, United States","Boundless, a free online textbook replacement.","10,766",http://www.boundless.com,,support@boundless.com,,"Aaron White, Ariel Diaz, Brian Balfour",11-50,2,M&A,2012-04-05,"$8,000,000","$9,700,000"
SaleMove,https://www.crunchbase.com/organization/salemove,"Analytics, SaaS, Software","New York, New York, United States","SaleMove offers technology that enables online retailers to interact with their customers through voice, video, and collaborative browsing.","10,863",http://www.salemove.com,http://www.linkedin.com/company/2687116,admin@salemove.com,,"Carlos Paniagua, Daniel Michaeli, Justin DiPietro",11-50,2,Early Stage Venture,2015-07-09,"$5,100,000","$5,125,000"
